deuda,sectorEconomico,periodo,tipoEntidad,entidad,tipoIndicador,indicador
19629588405.229992,"O - Otras actividades de servicios comunitarios, sociales y personales",2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
19736597908.600002,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
20555047619.42,I - TRANSPORTE Y ALMACENAMIENTO,2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
21870806536.42,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
22415033062.1,I - TRANSPORTE Y ALMACENAMIENTO,2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
29537390814.54,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
29712506623.91,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
32454313128.839966,Y - CONSUMO DE BIENES Y SERVICIOS,2019-07,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
39882940242.520004,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
42547522962.6,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
42651851324.05,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
42793223082.38,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
52789464224.219986,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
53819793743.12999,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
57028875038.019966,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
61518339192.80997,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
61993076688.65,F - CONSTRUCCIÓN,2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
62523461787.45001,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-07,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
68308751706.73,F - CONSTRUCCIÓN,2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
84504305846.63,D - INDUSTRIA MANUFACTURERA,2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
85882755709.99,D - INDUSTRIA MANUFACTURERA,2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
137635743328.96002,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
146173294583.31998,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
157461668409.42996,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
200717220465.93002,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
256121927882.6295,Y - CONSUMO DE BIENES Y SERVICIOS,2019-07,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
307767741957.11945,Y - CONSUMO DE BIENES Y SERVICIOS,2019-07,TODOS,TODOS,Cartera de credito,Cartera de credito
92862.93,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
241604.15,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
1676688.1500000001,Y - CONSUMO DE BIENES Y SERVICIOS,2019-08,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
1915748.4699999997,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
2543294.62,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
3224756.57,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-08,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
3378567.98,M - ENSEÑANZA,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
4951574.100000001,B - PESCA,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
8144037.199999999,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
11154094.72,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
11196505.67,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-08,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
13589596.809999999,B - PESCA,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
15550281.0,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
17169054.02,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2019-08,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
21285556.97,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
28683848.97,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
31844069.24,D - INDUSTRIA MANUFACTURERA,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
33546756.02,F - CONSTRUCCIÓN,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
39377773.81,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
41509895.0,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
45910430.73,"O - Otras actividades de servicios comunitarios, sociales y personales",2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
61182153.61000001,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
75427584.39,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
78021617.54999998,M - ENSEÑANZA,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
78630331.58999999,I - TRANSPORTE Y ALMACENAMIENTO,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
78698917.71000001,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
86318484.75,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
94960750.55000001,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
119296796.21000002,D - INDUSTRIA MANUFACTURERA,2019-08,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
128108124.52000001,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
131581606.99999999,M - ENSEÑANZA,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
133309441.66999997,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
136608132.60000005,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
142637300.95000002,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-08,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
174114117.24999997,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
186437747.95000002,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
200382108.35000005,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
253916390.68,B - PESCA,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
254402482.61,D - INDUSTRIA MANUFACTURERA,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
272457561.59000003,B - PESCA,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
355498203.81,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
397865211.21,I - TRANSPORTE Y ALMACENAMIENTO,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
539442281.2000004,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
539478138.41,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
575704380.89,F - CONSTRUCCIÓN,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
645422559.34,"O - Otras actividades de servicios comunitarios, sociales y personales",2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
735996178.57,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
770449078.3,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
844691223.6899999,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
916685263.0499998,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
937070296.5700002,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
1014436636.1900002,D - INDUSTRIA MANUFACTURERA,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
1122816034.8700001,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
1180732968.2599995,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
1363252199.29,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
1405621565.2600002,I - TRANSPORTE Y ALMACENAMIENTO,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
1633076010.0099998,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
1669996759.11,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
2343771426.9900007,Y - CONSUMO DE BIENES Y SERVICIOS,2019-08,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
2360357380.49,"O - Otras actividades de servicios comunitarios, sociales y personales",2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
3362870916.3900003,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
4920160249.05,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
5536198379.950002,F - CONSTRUCCIÓN,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
5943657398.909999,M - ENSEÑANZA,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
6156639191.439999,M - ENSEÑANZA,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
6516552740.780007,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
7077480430.8899975,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
7754336436.029998,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
11147975167.890007,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
12162164476.110008,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
16759075546.870008,"O - Otras actividades de servicios comunitarios, sociales y personales",2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
16842332144.55001,Y - CONSUMO DE BIENES Y SERVICIOS,2019-08,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
19810765917.430008,"O - Otras actividades de servicios comunitarios, sociales y personales",2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
19966471093.99999,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
20822734367.789997,I - TRANSPORTE Y ALMACENAMIENTO,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
22116756421.469986,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
22704851475.85,I - TRANSPORTE Y ALMACENAMIENTO,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
29318351255.389984,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
29487752902.189987,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
32956064258.210014,Y - CONSUMO DE BIENES Y SERVICIOS,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
39298441466.700005,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
40806157202.380005,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
43428254203.50999,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
43663792078.51999,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
51570031415.270004,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
52969715201.16,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
59131446636.620026,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
62103770602.73997,F - CONSTRUCCIÓN,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
63401374763.91003,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
63408203352.80003,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-08,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
68249220119.59997,F - CONSTRUCCIÓN,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
82224655051.64003,D - INDUSTRIA MANUFACTURERA,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
83644635035.89005,D - INDUSTRIA MANUFACTURERA,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
138959299108.91003,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
148154381980.01004,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
159680638211.16006,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
202941065550.8601,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
259682917201.50012,Y - CONSUMO DE BIENES Y SERVICIOS,2019-08,BANCOS MÚLTIPLES,TODOS,Cartera de credito,Cartera de credito
311826761719.40015,Y - CONSUMO DE BIENES Y SERVICIOS,2019-08,TODOS,TODOS,Cartera de credito,Cartera de credito
221095.88,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
1657574.8800000001,Y - CONSUMO DE BIENES Y SERVICIOS,2019-09,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
1900170.59,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
2495494.1,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
3074646.12,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-09,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
3315220.7100000004,M - ENSEÑANZA,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
5242572.82,B - PESCA,2019-09,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
7708439.33,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2019-09,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
10960949.85,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
11244037.5,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-09,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
13389301.669999998,B - PESCA,2019-09,ASOCIACIONES DE AHORROS Y PRÉSTAMOS,TODOS,Cartera de credito,Cartera de credito
15427364.299999997,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
17160654.94,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2019-09,ENTIDADES PÚBLICAS DE INTERMEDIACIÓN FINANCIERA,TODOS,Cartera de credito,Cartera de credito
20969289.080000006,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
28445015.490000002,C - EXPLOTACIÓN DE MINAS Y CANTERAS,2019-09,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
30457405.509999998,F - CONSTRUCCIÓN,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
33476056.89,D - INDUSTRIA MANUFACTURERA,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
40136533.339999996,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2019-09,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
41823441.379999995,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
45073265.150000006,"O - Otras actividades de servicios comunitarios, sociales y personales",2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
60215509.78,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",2019-09,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
76549122.27,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
78329798.99999997,M - ENSEÑANZA,2019-09,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
80755975.21,I - TRANSPORTE Y ALMACENAMIENTO,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
82918669.85000001,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",2019-09,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
84355624.96000001,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,2019-09,CORPORACIONES DE CRÉDITO,TODOS,Cartera de credito,Cartera de credito
87436528.74000001,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,2019-09,BANCOS DE AHORRO Y CRÉDITO,TODOS,Cartera de credito,Cartera de credito
